Id,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,SalePrice_Log,TotalEffectiveSF,HouseAge,RemodAge,IsRemodeled,HasPool,HasMiscFeature,IsNonFlatLot,Has_Pos_Amenity,Has_Traffic_Disturbance,Has_Railroad_Disturbance,Is_Standard_Roof,Is_GasA_Heating,HouseStyle_Stories,Is_Split_Layout,Is_New_Construction,Is_Distressed_Sale,Is_Normal_Sale,Nbhd_bit0,Nbhd_bit1,Nbhd_bit2,Nbhd_bit3,Nbhd_bit4,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Other,MSZoning_Other,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Missing,Alley_Pave,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Other,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_Missing,GarageType_Other,MiscFeature_Other,MiscFeature_Shed,LandContour_HLS,LandContour_Low,LandContour_Lvl
229,70.0,8521,4,4,3,5,5,0.0,3,3,3,3,1,5,842,1,0,70,912,3,912,0,0,912,0,0,1,0,3,1,3,7,1,2,1,1,3,3,3,0,0,0,0,0,0,0,3,0,5,125000,11.736077016252436,1824,43,43,0,0,0,0,0,1,0,1,1,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
230,43.0,3182,4,4,3,7,5,16.0,4,3,4,3,3,6,16,1,0,1357,1373,5,1555,0,0,1555,0,0,2,0,2,1,4,7,1,3,3,2,3,3,3,143,20,0,0,0,0,0,0,0,5,192500,12.167856627501678,3091,4,3,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
231,73.0,8760,4,4,3,6,6,220.0,3,3,3,3,1,1,0,1,0,1194,1194,3,1194,0,0,1194,1,0,1,0,3,1,3,7,0,0,2,1,3,3,3,0,0,120,0,0,0,0,0,0,4,148000,11.904974309480185,2508,51,51,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
232,174.0,15138,3,4,3,8,5,506.0,4,3,4,3,1,6,689,1,0,773,1462,5,1490,1304,0,2794,1,0,2,1,4,1,5,7,1,3,3,3,3,3,3,0,146,202,0,0,0,0,0,0,7,403000,12.90669432231532,4604,14,13,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
233,21.0,1680,4,4,3,6,5,297.0,3,3,3,3,1,1,0,1,0,483,483,3,483,504,0,987,0,0,1,1,2,1,3,7,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,6,94500,11.456365695436428,1470,34,34,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
234,75.0,10650,4,4,3,5,6,0.0,3,3,3,4,3,2,182,5,712,0,894,3,894,0,0,894,1,0,1,0,3,1,3,7,0,0,1,1,3,3,3,365,0,0,0,0,0,0,3,0,2,128200,11.761354623750297,2153,34,34,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
235,70.04995836802665,7851,4,4,3,6,5,,4,3,4,3,1,6,625,1,0,235,860,5,860,1100,0,1960,1,0,2,1,4,1,4,7,2,3,3,2,3,3,3,288,48,0,0,0,0,0,0,0,5,216500,12.28535044535166,3156,8,8,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
236,21.0,1680,4,4,3,6,3,604.0,3,3,3,3,1,5,358,1,0,125,483,3,483,504,0,987,0,0,1,1,2,1,3,7,0,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,8,89500,11.402005077384883,1470,37,37,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
237,65.0,8773,4,4,3,7,5,98.0,4,3,4,3,3,6,24,1,0,1390,1414,5,1414,0,0,1414,0,0,2,0,3,1,4,7,0,0,2,2,3,3,3,132,105,0,0,0,0,0,0,0,5,185500,12.130815551850676,3065,6,6,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
238,70.04995836802665,9453,3,4,3,7,7,0.0,4,3,4,3,1,4,402,1,0,594,996,5,1014,730,0,1744,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,370,70,0,238,0,0,0,0,0,2,194500,12.178192583415596,3418,17,7,1,0,0,0,0,0,1,1,1,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
239,93.0,12030,4,4,3,8,5,254.0,5,3,5,3,1,1,0,1,0,1694,1694,5,1694,0,0,1694,0,0,2,0,3,1,4,7,0,0,3,3,3,3,3,168,228,0,0,0,0,0,0,0,12,318000,12.669809806411456,3784,0,0,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
240,52.0,8741,4,4,3,6,4,0.0,3,3,3,2,1,2,94,1,0,641,735,3,798,689,0,1487,0,0,1,1,3,1,3,7,1,4,1,1,3,3,3,0,140,0,0,0,0,0,3,0,4,113000,11.635151947212842,2362,65,60,1,0,0,0,0,0,0,1,1,1.5,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
241,75.0,9000,4,4,3,8,5,36.0,4,3,4,3,3,6,1078,1,0,488,1566,5,1566,0,0,1566,1,0,2,0,3,1,4,7,0,0,2,2,3,3,3,144,168,0,0,0,0,0,0,0,4,262500,12.47801017053037,3444,2,2,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
242,40.0,3880,4,4,3,5,9,0.0,3,4,3,3,1,5,329,1,0,357,686,4,866,0,0,866,0,0,1,0,2,1,4,7,0,0,0,0,0,0,3,58,42,0,0,0,0,0,0,0,8,110500,11.612779849672751,1652,62,10,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
243,63.0,5000,4,4,3,5,4,0.0,3,3,3,3,1,1,0,1,0,540,540,4,889,551,0,1440,0,0,1,0,3,1,3,7,0,0,1,1,2,3,3,0,0,77,0,0,0,0,0,0,4,79000,11.277215789596893,2057,106,56,1,0,0,0,0,0,0,1,1,1.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,75.0,10762,4,4,3,6,6,0.0,3,3,4,3,1,1,0,1,0,626,626,3,626,591,0,1217,0,0,1,1,3,1,3,7,1,3,2,1,3,3,3,0,28,0,0,0,0,0,0,0,4,120000,11.695255355062796,1871,29,29,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
245,70.04995836802665,8880,3,4,3,7,5,0.0,4,3,4,3,1,6,695,1,0,253,948,5,1222,888,0,2110,1,0,2,1,3,1,4,7,2,2,2,2,3,3,3,0,130,0,0,0,0,0,0,0,5,205000,12.230770136157428,3188,16,8,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
246,80.0,10400,4,4,3,7,5,102.0,3,3,4,3,3,6,929,1,0,916,1845,4,1872,0,0,1872,0,1,2,0,3,1,3,7,1,3,3,2,3,3,3,197,39,0,0,0,0,0,0,0,6,241500,12.39462889285294,3953,18,18,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
247,69.0,9142,4,4,3,6,8,0.0,3,2,2,3,1,1,0,1,0,1020,1020,4,908,1020,0,1928,0,0,2,0,4,2,2,7,0,0,1,1,1,1,3,0,60,112,0,0,0,0,0,0,4,137000,11.827743504053696,3120,96,56,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
248,75.0,11310,4,4,3,6,5,0.0,3,3,3,3,1,1,0,1,0,1367,1367,5,1375,0,0,1375,0,0,1,0,2,1,3,7,1,3,1,2,3,3,3,0,30,0,0,0,0,0,0,0,6,140000,11.849404844423074,2772,52,52,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
249,72.0,11317,4,4,3,7,5,101.0,4,3,4,3,1,1,0,1,0,840,840,5,840,828,0,1668,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,144,68,0,0,0,0,0,0,0,9,180000,12.100717685412471,2720,4,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
250,70.04995836802665,159000,2,4,1,6,7,472.0,4,3,4,3,4,3,697,1,0,747,1444,4,1444,700,0,2144,0,1,2,0,4,1,4,7,2,3,3,2,3,3,3,0,98,0,0,0,0,0,0,500,6,277000,12.531776395271262,3686,49,1,1,0,1,1,0,0,0,1,1,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
251,55.0,5350,3,4,3,3,2,0.0,3,1,3,3,1,1,0,1,0,728,728,5,1306,0,0,1306,0,0,1,0,3,1,2,4,0,0,0,0,0,0,3,263,0,0,0,0,0,0,2,450,5,76500,11.245059091624617,2297,70,44,1,0,1,0,0,0,0,1,1,1.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
252,44.0,4750,3,4,2,8,5,481.0,4,3,4,3,4,6,1573,1,0,0,1573,5,1625,0,0,1625,1,1,2,0,2,1,4,7,1,4,3,2,3,3,3,123,0,0,0,153,0,0,0,0,12,235000,12.367345048436391,3474,1,0,1,0,0,1,0,0,0,1,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
253,65.0,8366,3,4,3,6,5,0.0,4,3,4,3,1,1,0,1,0,798,798,5,798,842,0,1640,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,138,45,0,0,0,0,0,0,0,12,173000,12.06105265381003,2621,4,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
254,85.0,9350,4,4,3,6,7,108.0,3,3,4,3,4,2,270,5,580,452,1302,5,1302,0,0,1302,0,1,2,0,3,1,4,6,0,0,2,1,3,3,3,333,0,0,0,0,0,0,3,0,10,158000,11.970356641103,2937,43,16,1,0,0,0,0,0,0,1,1,1.5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
255,70.0,8400,4,4,3,5,6,0.0,3,4,3,3,1,3,922,1,0,392,1314,3,1314,0,0,1314,1,0,1,0,3,1,3,7,0,0,2,1,3,3,3,250,0,0,0,0,0,0,0,0,6,145000,11.884495917930655,2878,53,53,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
256,66.0,8738,3,4,3,7,5,302.0,4,3,4,3,1,1,0,1,0,975,975,5,1005,1286,0,2291,0,0,2,1,4,1,4,7,1,3,3,2,3,3,3,192,0,0,0,0,0,0,0,0,2,230000,12.345838935721968,3458,7,7,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
257,64.0,8791,3,4,3,6,5,0.0,4,3,4,3,1,3,503,1,0,361,864,5,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,216,56,0,0,0,0,0,0,0,5,207500,12.242891437918386,2864,5,5,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
258,68.0,8814,4,4,3,7,5,180.0,4,3,4,3,1,6,1334,1,0,270,1604,5,1604,0,0,1604,1,0,2,1,3,1,4,7,1,4,2,2,3,3,3,123,110,0,0,0,0,0,0,0,3,220000,12.301387370778713,3441,3,3,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
259,80.0,12435,4,4,3,7,5,172.0,4,3,4,3,1,6,361,1,0,602,963,5,963,829,0,1792,0,0,2,1,3,1,4,7,1,3,2,2,3,3,3,0,96,0,245,0,0,0,0,0,5,231500,12.352339472153524,3096,7,7,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
260,70.0,12702,4,4,3,5,5,0.0,3,3,0,0,0,0,0,0,0,0,0,4,882,0,0,882,0,0,1,0,2,1,3,7,0,0,1,1,3,3,3,0,45,0,0,0,0,0,0,0,12,97000,11.48247656671073,927,52,52,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
261,120.0,19296,4,4,3,6,5,399.0,3,3,3,3,4,3,672,5,690,0,1362,3,1382,0,0,1382,1,0,1,0,3,1,3,7,1,3,1,2,3,3,3,0,0,252,0,0,0,0,2,0,5,176000,12.07824495582233,2996,47,47,0,0,0,0,0,1,0,1,1,1.5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
262,69.0,9588,3,4,3,8,5,270.0,4,3,5,3,1,1,0,1,0,1482,1482,5,1482,1092,0,2574,0,0,2,1,3,1,5,7,1,4,3,3,3,3,3,0,148,0,0,0,0,0,0,0,11,276000,12.52815976788113,4204,0,0,0,0,0,0,0,0,0,1,1,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
263,88.0,8471,3,4,3,6,7,46.0,3,3,4,4,3,5,506,1,0,0,506,3,1212,0,0,1212,1,0,1,0,3,1,3,7,1,3,1,2,3,3,3,292,12,0,0,0,0,0,2,0,7,151000,11.92504173829169,2022,29,11,1,0,0,0,0,0,0,1,1,1.5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
264,50.0,5500,4,4,3,5,7,0.0,3,3,3,3,1,2,234,5,692,0,926,3,926,0,390,1316,1,0,1,0,3,1,3,7,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,4,130000,11.775297421715829,2242,81,9,1,0,0,0,0,0,0,1,1,1.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
265,30.0,5232,1,4,3,5,5,0.0,3,3,2,3,1,1,0,1,0,680,680,4,764,0,0,764,0,0,1,0,2,1,3,7,0,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,6,73000,11.19822841866684,1444,83,4,1,0,0,1,0,1,0,1,1,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
266,78.0,12090,3,4,3,6,6,210.0,3,4,4,3,1,6,588,2,228,606,1422,3,1422,0,0,1422,0,0,2,0,3,1,4,7,1,3,3,2,3,3,3,276,0,0,0,0,0,0,4,0,6,175500,12.075400019877522,3120,27,27,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
267,70.0,11207,3,4,3,6,5,0.0,3,3,4,3,3,6,714,1,0,88,802,4,802,709,0,1511,1,0,2,1,3,1,3,7,1,3,3,2,3,3,3,95,75,0,0,0,0,0,0,0,6,185000,12.128116509451258,2483,9,9,0,0,0,1,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
268,60.0,8400,4,4,2,5,8,0.0,3,3,3,3,1,2,378,1,0,342,720,5,1052,720,420,2192,0,0,2,1,4,1,4,7,1,4,1,1,3,3,3,262,24,0,0,0,0,0,0,0,7,179500,12.097936057925594,3198,69,11,1,0,0,1,0,0,0,1,1,2.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
269,71.0,6900,4,4,3,5,6,0.0,3,3,3,3,1,5,403,3,125,212,740,5,778,0,0,778,0,0,1,0,2,1,3,7,1,4,3,1,5,5,3,0,25,0,0,0,0,0,0,0,2,120500,11.6994133306336,1543,68,53,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
