Id,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,SalePrice_Log,TotalEffectiveSF,HouseAge,RemodAge,IsRemodeled,HasPool,HasMiscFeature,IsNonFlatLot,Has_Pos_Amenity,Has_Traffic_Disturbance,Has_Railroad_Disturbance,Is_Standard_Roof,Is_GasA_Heating,HouseStyle_Stories,Is_Split_Layout,Is_New_Construction,Is_Distressed_Sale,Is_Normal_Sale,Nbhd_bit0,Nbhd_bit1,Nbhd_bit2,Nbhd_bit3,Nbhd_bit4,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Other,MSZoning_Other,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Missing,Alley_Pave,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Other,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_Missing,GarageType_Other,MiscFeature_Other,MiscFeature_Shed,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotArea_log,LotFrontage_log
304,70.0,9800,4,4,3,5,7,0.0,3,3,3,3,1,5,894,1,0,0,894,3,894,0,0,894,1,0,1,0,3,1,3,7,0,0,1,2,3,3,3,256,0,0,0,0,0,0,2,0,7,149900,11.917730355182512,2044,34,34,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.19023970026918,4.2626798770413155
305,87.0,18386,4,4,3,7,9,0.0,3,3,3,3,1,1,0,1,0,1470,1470,5,1675,1818,0,3493,0,0,3,0,3,1,4,7,1,5,1,3,3,3,3,302,0,0,0,0,0,0,0,0,5,295000,12.59473402514672,5265,128,6,1,0,0,0,0,0,0,1,1,2.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.819399172153842,4.477336814478207
306,80.0,10386,4,4,3,8,5,246.0,4,3,4,3,1,6,1464,1,0,536,2000,5,2000,0,0,2000,1,0,2,0,3,1,4,7,0,0,3,3,3,3,3,168,0,0,0,0,0,0,0,0,7,305900,12.63101679917582,4168,3,2,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.248310303227811,4.394449154672439
307,116.0,13474,4,4,3,7,5,246.0,4,3,4,3,1,5,700,1,0,0,700,4,1122,1121,0,2243,1,0,2,1,4,1,4,7,1,3,2,3,3,3,3,127,44,224,0,0,0,0,0,0,6,225000,12.323860125621126,3338,17,16,1,0,0,0,0,1,0,1,1,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.508591395777199,4.762173934797756
308,70.04995836802665,7920,3,4,3,6,7,0.0,3,2,3,3,1,1,0,1,0,319,319,3,1035,371,0,1406,0,0,1,0,3,1,2,7,0,0,0,0,0,0,1,0,144,0,0,0,0,0,3,0,3,89500,11.402005077384883,1869,88,58,1,0,0,0,0,1,0,1,1,1.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8.97727273946428,4.2633832685897595
309,70.04995836802665,12342,3,4,3,4,5,0.0,3,3,3,3,1,4,262,1,0,599,861,5,861,0,0,861,0,0,1,0,1,1,3,7,0,0,1,2,3,3,3,158,0,0,0,0,0,0,0,0,3,82500,11.320565693461432,1880,69,59,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9.42084437974393,4.2633832685897595
310,90.0,12378,3,4,3,9,5,0.0,4,3,5,3,4,6,1274,1,0,622,1896,5,1944,0,0,1944,1,0,2,0,3,1,5,7,3,5,3,3,3,3,3,208,175,0,0,0,0,0,0,0,11,360000,12.793862088206213,4223,3,2,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.42375676753181,4.51085950651685
311,70.04995836802665,7685,3,4,3,6,5,112.0,3,3,4,3,1,5,518,1,0,179,697,4,697,804,0,1501,0,0,2,1,3,1,4,7,1,3,3,2,3,3,3,190,63,0,0,0,0,0,0,0,5,165600,12.017336559562407,2451,13,12,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8.94715577112479,4.2633832685897595
312,50.0,8000,4,4,3,6,6,0.0,3,4,3,3,1,5,680,1,0,292,972,5,972,0,0,972,1,0,1,0,2,1,3,7,1,4,1,1,3,3,3,0,0,0,0,0,0,0,0,0,5,132000,11.790564777297387,1944,61,7,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.987321812850125,3.9318256327243257
313,65.0,7800,4,4,3,5,7,0.0,3,3,4,3,2,3,507,1,0,286,793,3,793,325,0,1118,1,0,1,0,3,1,3,7,1,4,1,2,3,3,3,0,0,0,0,271,0,0,3,0,5,119900,11.694421681264394,2182,67,56,1,0,0,0,0,1,0,1,1,1.5,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.962007209588313,4.189654742026425
314,150.0,215245,1,4,1,7,5,0.0,3,3,4,3,4,5,1236,3,820,80,2052,3,2036,0,0,2036,2,0,2,0,3,1,3,7,2,4,2,2,3,3,3,0,0,0,0,0,0,0,0,0,6,375000,12.83468397161566,4088,44,44,0,0,0,1,0,0,0,1,0,1.0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,12.279536839074337,5.017279836814924
315,60.0,9600,4,4,3,7,7,0.0,3,3,3,4,1,2,16,1,0,712,728,5,832,809,0,1641,0,1,1,1,3,1,5,7,1,4,1,2,2,3,3,0,0,234,0,0,0,0,0,0,8,178000,12.08954444723597,2603,81,16,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9.169622538697624,4.110873864173311
316,71.0,7795,3,4,3,7,5,0.0,4,3,4,3,1,6,425,1,0,291,716,5,716,716,0,1432,1,0,2,1,3,1,4,7,1,4,3,2,3,3,3,100,51,0,0,0,0,0,0,0,7,188500,12.14685859089592,2299,5,4,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8.961366060627451,4.276666119016055
317,94.0,13005,3,4,3,7,7,278.0,4,3,4,3,1,6,692,1,0,153,845,3,1153,1200,0,2353,1,0,2,1,4,1,5,7,1,3,2,2,3,3,3,288,195,0,0,0,0,0,4,0,8,260000,12.468440756144114,3681,29,29,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.473166068429098,4.553876891600541
318,75.0,9000,4,4,3,8,5,0.0,4,3,4,3,3,1,0,1,0,1088,1088,5,1088,871,0,1959,0,0,2,1,3,1,4,7,1,4,2,3,3,3,3,208,46,0,0,0,0,0,0,0,12,270000,12.506180941677355,3301,1,1,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.105090961257085,4.330733340286331
319,90.0,9900,4,4,2,7,5,256.0,4,3,4,3,4,6,987,1,0,360,1347,5,1372,1274,0,2646,1,0,2,1,4,1,4,7,1,3,2,3,3,3,3,340,60,144,0,0,0,0,0,0,4,260000,12.468440756144114,4537,16,16,0,0,0,1,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9.200391041122515,4.51085950651685
320,70.04995836802665,14115,4,4,3,7,5,225.0,3,3,4,3,3,6,1036,1,0,336,1372,3,1472,0,0,1472,1,0,2,0,3,1,3,7,2,3,1,2,3,3,3,233,48,0,0,0,0,0,0,0,6,187500,12.141539457711714,3125,29,29,0,0,0,0,0,0,0,1,1,1.5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.55506418479516,4.2633832685897595
321,111.0,16259,4,4,3,9,5,370.0,3,3,5,4,3,1,0,1,0,1249,1249,5,1249,1347,0,2596,0,0,3,1,4,1,4,7,0,0,2,3,3,3,3,240,154,0,0,0,0,0,0,0,9,342643,12.74444728628135,4239,0,0,0,0,0,0,0,0,0,1,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.696463383101802,4.718498871295094
322,99.0,12099,3,4,3,8,5,388.0,4,3,5,3,3,6,970,1,0,166,1136,5,1136,1332,0,2468,1,0,2,1,4,1,4,7,1,4,3,3,3,3,3,184,154,0,0,0,0,0,0,0,6,354000,12.777055016970678,3942,3,3,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9.400960731584833,4.605170185988092
323,86.0,10380,3,4,3,7,5,172.0,4,3,3,3,4,2,28,5,1474,0,1502,5,1553,1177,0,2730,1,0,2,1,4,1,4,7,1,3,3,2,3,3,3,201,96,0,0,0,0,0,3,0,8,301000,12.614868865984633,4529,21,20,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.247732491193245,4.465908118654584
324,49.0,5820,4,4,3,3,8,0.0,3,4,3,3,1,5,256,1,0,906,1162,5,1163,0,0,1163,1,0,1,0,3,1,3,7,0,0,1,1,2,3,3,142,98,0,0,0,0,0,0,0,7,126175,11.745433036677351,2565,51,1,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8.669227347271736,3.912023005428146
325,96.0,11275,4,4,3,7,7,300.0,4,4,4,3,1,1,0,1,0,710,710,5,1898,1080,0,2978,0,0,2,1,5,1,4,7,1,4,3,2,3,3,3,240,0,0,0,0,0,0,0,0,6,242000,12.396697137361691,3928,43,3,1,0,0,0,1,0,0,0,1,1.5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9.330431852234003,4.574710978503383
326,50.0,5000,4,4,3,5,6,0.0,3,3,3,3,3,4,116,1,0,604,720,1,803,0,0,803,0,0,1,0,2,1,3,7,0,0,1,2,3,3,3,0,0,244,0,0,0,0,0,0,12,87000,11.373674891823535,1767,66,57,1,0,0,0,0,0,1,1,1,1.25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.517393171418904,3.9318256327243257
327,32.0,10846,3,4,3,8,5,0.0,4,3,4,3,4,6,1619,1,0,100,1719,5,1719,0,0,1719,2,0,1,1,1,1,4,7,2,4,3,2,3,3,3,122,30,0,0,0,0,0,0,0,5,324000,12.688501881189456,3590,15,15,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.291643823040218,3.4965075614664802
328,80.0,11600,4,4,3,6,5,175.0,3,3,3,3,1,3,565,1,0,818,1383,3,1383,0,0,1383,0,0,1,1,3,1,3,7,0,0,2,1,3,3,3,0,45,0,0,0,0,0,0,0,4,145250,11.886218559372042,2811,46,46,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.358846580275406,4.394449154672439
329,70.04995836802665,11888,3,4,3,6,6,0.0,3,3,3,3,1,1,0,1,0,844,844,4,1445,689,0,2134,0,0,2,0,5,1,4,7,0,0,1,2,3,3,3,0,60,268,0,0,0,0,0,0,7,214500,12.276069679344005,3306,93,15,1,0,0,1,1,0,0,1,1,2.25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.383368881858544,4.2633832685897595
330,60.0,6402,4,4,3,5,5,0.0,3,3,3,3,2,1,0,1,0,596,596,3,596,596,0,1192,0,0,1,0,3,1,3,7,0,0,1,1,2,2,1,0,0,137,0,0,0,0,2,0,7,78000,11.264476926102368,1925,89,59,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8.764521909518802,4.110873864173311
331,70.04995836802665,10624,3,4,3,5,4,84.0,3,3,3,3,1,6,40,3,264,1424,1728,3,1728,0,0,1728,0,1,2,0,6,2,3,7,0,0,1,1,3,3,3,155,0,0,0,0,0,0,0,0,11,119000,11.686887175419702,3611,43,43,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9.270964993792617,4.2633832685897595
332,70.0,8176,4,4,3,5,6,0.0,3,3,3,3,1,3,846,1,0,210,1056,2,1056,0,0,1056,1,0,1,0,3,1,3,7,0,0,2,1,3,3,3,0,0,0,0,0,0,0,0,0,8,139000,11.842236406331557,2112,49,15,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.009080614161977,4.2626798770413155
333,85.0,10655,3,4,3,8,5,296.0,4,3,4,3,1,6,1124,0,479,1603,2052,5,1629,0,0,1629,1,0,2,0,3,1,4,7,1,4,2,3,3,3,3,0,0,0,0,0,0,0,0,0,10,284000,12.556733038263904,3681,6,5,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.273878392780171,4.454347296253507
334,59.0,8198,4,4,3,7,5,146.0,4,3,4,3,3,6,720,1,0,638,1358,5,1358,0,0,1358,1,0,2,0,2,1,4,7,1,4,2,2,3,3,3,192,30,0,0,0,0,0,0,0,7,207000,12.240478903153711,2938,4,4,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.011767474596178,4.0943445622221
335,59.0,9042,3,4,3,6,5,0.0,3,3,4,3,4,6,828,1,0,115,943,4,943,695,0,1638,1,0,2,1,3,1,3,7,2,3,3,2,3,3,3,100,38,0,0,0,0,0,0,0,7,192000,12.165255859329688,2719,10,10,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.10974625674048,4.0943445622221
336,70.04995836802665,164660,3,4,1,5,6,0.0,3,3,3,3,4,5,1249,4,147,103,1499,5,1619,167,0,1786,2,0,2,0,3,1,3,7,2,4,3,2,3,3,3,670,0,0,0,0,0,0,0,700,8,228950,12.34126328584159,3955,43,43,0,0,1,1,0,0,0,1,1,1.5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,12.011644093954345,4.2633832685897595
337,86.0,14157,3,4,3,9,5,200.0,4,3,5,3,4,6,1249,1,0,673,1922,5,1922,0,0,1922,1,0,2,0,3,1,4,7,1,4,3,3,3,3,3,178,51,0,0,0,0,0,0,0,7,377426,12.841132451487937,4073,2,1,1,0,0,1,0,0,0,1,1,1.0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.558035114334135,4.465908118654584
338,70.0,9135,4,4,3,7,5,113.0,4,3,4,3,3,6,810,1,0,726,1536,5,1536,0,0,1536,1,0,2,0,3,1,4,7,0,0,2,2,3,3,3,192,74,0,0,0,0,0,0,0,12,214000,12.273735966890268,3338,6,5,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.119977931895791,4.2626798770413155
339,91.0,14145,4,4,3,7,7,0.0,4,3,4,3,2,5,213,1,0,995,1208,5,1621,0,0,1621,1,0,2,0,3,1,4,7,0,0,2,2,3,3,3,108,45,0,0,0,0,0,0,400,5,202500,12.218500103788145,2982,22,8,1,0,1,0,0,0,0,1,1,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,9.557187177595935,4.5217885770490405
340,66.0,12400,3,4,3,6,7,176.0,3,3,3,2,1,3,585,1,0,630,1215,3,1215,0,0,1215,0,0,1,0,3,1,3,7,0,0,1,1,3,3,3,0,0,0,0,234,0,0,0,0,6,155000,11.951186847493476,2664,51,11,1,0,0,0,0,1,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.425532393502772,4.204692619390966
341,85.0,14191,4,4,3,8,5,0.0,4,3,4,3,1,1,0,1,0,967,967,5,993,915,0,1908,0,0,2,1,4,1,4,7,0,0,3,2,3,3,3,135,0,0,0,0,0,0,0,0,4,202900,12.220473454337986,3010,8,8,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.56043370454936,4.454347296253507
342,60.0,8400,4,4,3,4,4,0.0,2,2,3,2,1,1,0,1,0,721,721,4,841,0,0,841,0,0,1,0,2,1,3,7,0,0,1,1,3,3,1,250,0,24,0,0,0,0,0,0,9,82000,11.31448672129398,1836,59,59,0,0,0,0,0,1,0,1,1,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,9.036106025364846,4.110873864173311
